id,name,marked_complete,stored_blocks,positive_blocks,observed_min,crossings,database
1494,14nh_17568,1,120,119,0.12250454218675254,14,knot_research_14.db
1495,14nh_15134,1,125,124,0.16172414645885236,14,knot_research_14.db
1496,14nh_18719,1,135,134,0.18498230975567567,14,knot_research_14.db
1497,14nh_06258,1,121,119,0.0063528374256692915,14,knot_research_14.db
1498,14nh_25453,1,125,124,0.27480349553044364,14,knot_research_14.db
1499,14ah_04353,1,136,134,0.12146759387856583,14,knot_research_14.db
1500,14ah_08014,1,137,135,0.18346738927918554,14,knot_research_14.db
1501,14nh_02410,1,133,132,0.010357267437593638,14,knot_research_14.db
1502,14nh_16155,1,116,116,0.12494688512283231,14,knot_research_14.db
1503,14ah_12722,1,127,125,0.33626842050647265,14,knot_research_14.db
1504,14nh_12412,1,129,128,0.13047670716205034,14,knot_research_14.db
1505,14ah_07274,1,134,132,0.2499046555511977,14,knot_research_14.db
1506,14nh_22735,1,135,134,0.05926523114117012,14,knot_research_14.db
1507,14ah_16751,1,127,125,0.23370060517290828,14,knot_research_14.db
1508,14nh_26760,1,121,120,0.05000612039058466,14,knot_research_14.db
1509,14ah_06078,1,139,137,0.20090924284064293,14,knot_research_14.db
1510,14nh_07523,1,133,132,0.1723400886649425,14,knot_research_14.db
1511,14nh_04245,1,128,128,0.06302291050206779,14,knot_research_14.db
1512,14nh_16452,1,131,130,0.05920498766785916,14,knot_research_14.db
1513,14ah_08084,1,136,134,0.19824947086868988,14,knot_research_14.db
1514,14nh_08273,1,141,140,0.09595021056756198,14,knot_research_14.db
1515,14ah_13624,1,128,126,0.26284784719545884,14,knot_research_14.db
1516,14nh_09602,1,142,141,0.11304914996148385,14,knot_research_14.db
1517,14nh_25055,1,121,120,0.08559448537722396,14,knot_research_14.db
1518,14ah_01590,1,132,130,0.15558494369223771,14,knot_research_14.db
1519,14ah_10977,1,127,125,0.3129005744337797,14,knot_research_14.db
1520,14ah_11136,1,134,132,0.296005993881754,14,knot_research_14.db
1521,14ah_02967,1,132,130,0.17133138534455492,14,knot_research_14.db
1522,14nh_22365,1,118,117,0.017334695211993795,14,knot_research_14.db
1523,14ah_02575,1,138,136,0.13429121717665177,14,knot_research_14.db
1524,14nh_19113,1,124,122,0.04092609534565379,14,knot_research_14.db
1525,14ah_09028,1,133,131,0.24607040446064138,14,knot_research_14.db
1526,14ah_16701,1,125,123,0.18273338148539728,14,knot_research_14.db
1527,14nh_04139,1,127,126,0.009742967466762627,14,knot_research_14.db
1528,14ah_06076,1,135,133,0.1686931008486827,14,knot_research_14.db
1529,14ah_12237,1,127,125,0.22754076804690335,14,knot_research_14.db
1530,14nh_19370,1,117,116,0.09810652091003845,14,knot_research_14.db
1531,14ah_19438,1,120,118,0.39707172720895495,14,knot_research_14.db
1532,14nh_04635,1,125,124,0.008561589327197038,14,knot_research_14.db
